Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Exchange
ATRA,"Atara Biotherapeutics, Inc.",13.1,$381.33M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
ATHN,"athenahealth, Inc.",138.52,$5.52B,2007,Miscellaneous,Business Services,NASDAQ
ATHX,"Athersys, Inc.",1.495,$166.42M,n/a,Health Care,Major Pharmaceuticals,NASDAQ
AAPC,Atlantic Alliance Partnership Corp.,10.15,$37.43M,2015,Consumer Services,Services-Misc. Amusement & Recreation,NASDAQ
AAME,Atlantic American Corporation,3.8,$77.58M,n/a,Finance,Life Insurance,NASDAQ
ACBI,"Atlantic Capital Bancshares, Inc.",18.6,$475.77M,n/a,Finance,Major Banks,NASDAQ
ACFC,Atlantic Coast Financial Corporation,7.65,$118.99M,n/a,Finance,Savings Institutions,NASDAQ
ABY,Atlantica Yield plc,20.765,$2.08B,2014,Public Utilities,Electric Utilities: Central,NASDAQ
ATLC,Atlanticus Holdings Corporation,2.36,$36.45M,1995,Finance,Finance: Consumer Services,NASDAQ
AAWW,Atlas Air Worldwide Holdings,52.5,$1.33B,n/a,Transportation,Transportation Services,NASDAQ
AFH,"Atlas Financial Holdings, Inc.",14.5,$174.45M,2013,Finance,Property-Casualty Insurers,NASDAQ
AFHBL,"Atlas Financial Holdings, Inc.",26,n/a,n/a,Finance,Property-Casualty Insurers,NASDAQ
TEAM,Atlassian Corporation Plc,36.86,$8.31B,2015,Technology,Computer Software: Prepackaged Software,NASDAQ
ATNI,"ATN International, Inc.",68.095,$1.1B,n/a,Public Utilities,Telecommunications Equipment,NASDAQ
ATOM,Atomera Incorporated,4.17,$50.48M,2016,Technology,Semiconductors,NASDAQ
ATOS,Atossa Genetics Inc.,0.52,$3.85M,2012,Health Care,Medical/Dental Instruments,NASDAQ
ATRC,"AtriCure, Inc.",21.09,$715.93M,2005,Health Care,Medical/Dental Instruments,NASDAQ
ATRI,Atrion Corporation,586.8,$1.08B,n/a,Health Care,Medical/Dental Instruments,NASDAQ
ATTU,Attunity Ltd.,6.77,$114.4M,n/a,Technology,Computer Software: Prepackaged Software,NASDAQ
LIFE,"aTyr Pharma, Inc.",3.425,$81.54M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
AUBN,"Auburn National Bancorporation, Inc.",34.55,$125.88M,n/a,Finance,Major Banks,NASDAQ
BOLD,"Audentes Therapeutics, Inc.",15.06,$417.56M,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
AUDC,AudioCodes Ltd.,6.59,$213.59M,1999,Public Utilities,Telecommunications Equipment,NASDAQ
AUPH,Aurinia Pharmaceuticals Inc,6.265,$514.36M,n/a,Health Care,Major Pharmaceuticals,NASDAQ
EARS,Auris Medical Holding AG,0.6098,$27.03M,2014,Health Care,Major Pharmaceuticals,NASDAQ
ABTL,Autobytel Inc.,12.94,$143.27M,1999,Technology,"Computer Software: Programming, Data Processing",NASDAQ
ADSK,"Autodesk, Inc.",110.89,$24.44B,n/a,Technology,Computer Software: Prepackaged Software,NASDAQ
ADP,"Automatic Data Processing, Inc.",101.11,$45.24B,n/a,Technology,EDP Services,NASDAQ
AVDL,Avadel Pharmaceuticals plc,10.73,$444M,n/a,Health Care,Major Pharmaceuticals,NASDAQ
AVEO,"AVEO Pharmaceuticals, Inc.",0.7499,$82.76M,2010,Health Care,Major Pharmaceuticals,NASDAQ
AVXS,"AveXis, Inc.",70.465,$1.96B,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
AVNW,"Aviat Networks, Inc.",17.82,$94.72M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
AVID,"Avid Technology, Inc.",4.885,$199.67M,1993,Technology,Computer Software: Prepackaged Software,NASDAQ
AVGR,"Avinger, Inc.",0.4202,$10.05M,2015,Health Care,Medical/Dental Instruments,NASDAQ
AVIR,"Aviragen Therapeutics, Inc.",0.4592,$17.75M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
CAR,"Avis Budget Group, Inc.",21.44,$1.81B,n/a,Consumer Services,Rental/Leasing Companies,NASDAQ
AHPA,Avista Healthcare Public Acquisition Corp.,9.81,$380.14M,2016,Finance,Business Services,NASDAQ
AHPAU,Avista Healthcare Public Acquisition Corp.,10.2,n/a,2016,Finance,Business Services,NASDAQ
AHPAW,Avista Healthcare Public Acquisition Corp.,0.45,n/a,2016,Finance,Business Services,NASDAQ
AWRE,"Aware, Inc.",4.75,$103.73M,1996,Technology,Computer Software: Prepackaged Software,NASDAQ
AXAR,Axar Acquisition Corp.,9.9,$84.21M,2014,Finance,Business Services,NASDAQ
AXARU,Axar Acquisition Corp.,10.1,n/a,2014,Finance,Business Services,NASDAQ
AXARW,Axar Acquisition Corp.,0.09,n/a,2014,Finance,Business Services,NASDAQ
ACLS,"Axcelis Technologies, Inc.",23.825,$717.03M,2000,Technology,Industrial Machinery/Components,NASDAQ
AXGN,"AxoGen, Inc.",15,$496.43M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
AAXN,"Axon Enterprise, Inc.",24.4099,$1.29B,n/a,Capital Goods,Ordnance And Accessories,NASDAQ
AXSM,"Axsome Therapeutics, Inc.",3.975,$93.83M,2015,Health Care,Major Pharmaceuticals,NASDAQ
AXTI,AXT Inc,6.575,$253.67M,1998,Technology,Semiconductors,NASDAQ
AZRX,"AzurRx BioPharma, Inc.",3.78,$36.41M,2016,n/a,n/a,NASDAQ
BCOM,B Communications Ltd.,20.3753,$609M,n/a,Consumer Services,Telecommunications Equipment,NASDAQ
RILY,"B. Riley Financial, Inc.",14.5,$282.25M,n/a,Miscellaneous,Business Services,NASDAQ
RILYL,"B. Riley Financial, Inc.",25.68,n/a,n/a,Miscellaneous,Business Services,NASDAQ
RILYZ,"B. Riley Financial, Inc.",25.4,n/a,n/a,n/a,n/a,NASDAQ
BOSC,B.O.S. Better Online Solutions,1.94,$5.93M,n/a,Technology,Computer Communications Equipment,NASDAQ
BIDU,"Baidu, Inc.",187.25,$65.03B,2005,Technology,"Computer Software: Programming, Data Processing",NASDAQ
BCPC,Balchem Corporation,81.51,$2.6B,n/a,Basic Industries,Major Chemicals,NASDAQ
BWINA,"Baldwin & Lyons, Inc.",24.5602,$370.96M,n/a,Finance,Property-Casualty Insurers,NASDAQ
BWINB,"Baldwin & Lyons, Inc.",24.6,$371.56M,n/a,Finance,Property-Casualty Insurers,NASDAQ
BLDP,"Ballard Power Systems, Inc.",2.695,$470.95M,n/a,Energy,Industrial Machinery/Components,NASDAQ
BANF,BancFirst Corporation,94.4,$1.5B,1993,Finance,Major Banks,NASDAQ
BANFP,BancFirst Corporation,27.204,$27.2M,n/a,Finance,Major Banks,NASDAQ
BCTF,"Bancorp 34, Inc.",13.6,$46.76M,n/a,Finance,Savings Institutions,NASDAQ
BKMU,Bank Mutual Corporation,9.05,$415.69M,n/a,Finance,Savings Institutions,NASDAQ
BOCH,Bank of Commerce Holdings (CA),11.175,$181.7M,n/a,Finance,Major Banks,NASDAQ
BMRC,Bank of Marin Bancorp,60.55,$372.32M,n/a,Finance,Major Banks,NASDAQ
BMLP,Bank Of Montreal,49.72,n/a,n/a,n/a,n/a,NASDAQ
BKSC,Bank of South Carolina Corp.,20.2627,$100.74M,n/a,Finance,Major Banks,NASDAQ
BOTJ,"Bank of the James Financial Group, Inc.",15.1125,$66.17M,n/a,Finance,Major Banks,NASDAQ
OZRK,Bank of the Ozarks,45.18,$5.79B,1997,Finance,Major Banks,NASDAQ
BFIN,BankFinancial Corporation,14.73,$270.73M,n/a,Finance,Savings Institutions,NASDAQ
BWFG,"Bankwell Financial Group, Inc.",31.88,$243.94M,2014,Finance,Major Banks,NASDAQ
BANR,Banner Corporation,53.8,$1.79B,n/a,Finance,Major Banks,NASDAQ
BZUN,Baozun Inc.,20.53,$1.09B,2015,Consumer Services,Catalog/Specialty Distribution,NASDAQ
TAPR,Barclays Inverse US Treasury Composite ETN,22.163,$15.07M,n/a,Finance,Commercial Banks,NASDAQ
BHAC,Barington/Hilco Acquisition Corp.,10.23,$48.59M,2015,Finance,Business Services,NASDAQ
BHACR,Barington/Hilco Acquisition Corp.,0.4249,n/a,2015,Finance,Business Services,NASDAQ
BHACU,Barington/Hilco Acquisition Corp.,10.7999,n/a,2015,Finance,Business Services,NASDAQ
BHACW,Barington/Hilco Acquisition Corp.,0.1726,n/a,2015,Finance,Business Services,NASDAQ
BBSI,"Barrett Business Services, Inc.",57.54,$417.26M,1993,Technology,Professional Services,NASDAQ
BSET,"Bassett Furniture Industries, Incorporated",30.55,$327.5M,n/a,Consumer Durables,Home Furnishings,NASDAQ
BYBK,"Bay Bancorp, Inc.",7.65,$81.41M,n/a,Finance,Major Banks,NASDAQ
BV,"Bazaarvoice, Inc.",4.55,$380.6M,2012,Technology,Computer Software: Prepackaged Software,NASDAQ
BCBP,"BCB Bancorp, Inc. (NJ)",15.65,$176.68M,2005,Finance,Savings Institutions,NASDAQ
BECN,"Beacon Roofing Supply, Inc.",48.82,$2.94B,2004,Consumer Services,RETAIL: Building Materials,NASDAQ
BSF,"Bear State Financial, Inc.",8.93,$336.57M,n/a,Finance,Major Banks,NASDAQ
BBGI,"Beasley Broadcast Group, Inc.",10.5,$302.78M,2000,Consumer Services,Broadcasting,NASDAQ
BEBE,"bebe stores, inc.",5.18,$41.93M,1998,Consumer Non-Durables,Apparel,NASDAQ
BBBY,Bed Bath & Beyond Inc.,34.835,$5.02B,1992,Consumer Services,Home Furnishings,NASDAQ
BGNE,"BeiGene, Ltd.",40.285,$1.61B,2016,Health Care,Major Pharmaceuticals,NASDAQ
BELFA,Bel Fuse Inc.,22.05,$264.91M,n/a,Capital Goods,Electrical Products,NASDAQ
BELFB,Bel Fuse Inc.,24.95,$299.75M,n/a,Capital Goods,Electrical Products,NASDAQ
BLPH,"Bellerophon Therapeutics, Inc.",1.275,$44.61M,2015,Health Care,Major Pharmaceuticals,NASDAQ
BLCM,"Bellicum Pharmaceuticals, Inc.",10.71,$354.54M,2014,Health Care,Major Pharmaceuticals,NASDAQ
BNCL,"Beneficial Bancorp, Inc.",14.75,$1.13B,n/a,Finance,Savings Institutions,NASDAQ
BNFT,"Benefitfocus, Inc.",35.75,$1.11B,2013,Technology,Computer Software: Prepackaged Software,NASDAQ
BNTC,Benitec Biopharma Limited,2.29,$23.49M,2015,Health Care,Major Pharmaceuticals,NASDAQ
BNTCW,Benitec Biopharma Limited,0.34,n/a,2015,Health Care,Major Pharmaceuticals,NASDAQ
BYSI,"BeyondSpring, Inc.",43.43,$986.21M,2017,Health Care,Major Pharmaceuticals,NASDAQ
BGCP,"BGC Partners, Inc.",12.14,$3.46B,n/a,Finance,Investment Bankers/Brokers/Service,NASDAQ
BGFV,Big 5 Sporting Goods Corporation,13.65,$302.4M,2002,Consumer Services,Other Specialty Stores,NASDAQ
BASI,"Bioanalytical Systems, Inc.",1.719,$14.08M,1997,Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ
ORPN,Bioblast Pharma Ltd.,0.46,$7.54M,2014,Health Care,Major Pharmaceuticals,NASDAQ
BIOC,"Biocept, Inc.",1.485,$39.5M,2014,Health Care,Medical Specialities,NASDAQ
BCRX,"BioCryst Pharmaceuticals, Inc.",5.38,$432.66M,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
BDSI,"BioDelivery Sciences International, Inc.",2.3,$127.25M,n/a,Health Care,Major Pharmaceuticals,NASDAQ
BIIB,Biogen Inc.,258.33,$54.8B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
BIOL,"Biolase, Inc.",1.15,$78.1M,n/a,Health Care,Medical/Dental Instruments,NASDAQ
BLFS,"BioLife Solutions, Inc.",2.16,$28.16M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
BOLT,BioLight Life Sciences Ltd.,n/a,n/a,n/a,n/a,n/a,NASDAQ
BLRX,BioLineRx Ltd.,0.82,$78.4M,n/a,Health Care,Major Pharmaceuticals,NASDAQ
BMRN,BioMarin Pharmaceutical Inc.,90.86,$15.85B,1999,Health Care,Major Pharmaceuticals,NASDAQ
BMRA,"Biomerica, Inc.",2.52,$21.44M,n/a,Health Care,Medical/Dental Instruments,NASDAQ
BVXV,BiondVax Pharmaceuticals Ltd.,7.1,$31.19M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
BVXVW,BiondVax Pharmaceuticals Ltd.,1.31,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
BPTH,"Bio-Path Holdings, Inc.",0.366,$35.01M,n/a,Health Care,Major Pharmaceuticals,NASDAQ
BIOP,"Bioptix, Inc",3.94,$21.32M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ
BIOS,"BioScrip, Inc.",2.11,$255.27M,n/a,Health Care,Medical/Nursing Services,NASDAQ
BBC,BioShares Biotechnology Clinical Trials Fund,22.262,$24.49M,n/a,n/a,n/a,NASDAQ
BBP,BioShares Biotechnology Products Fund,36.28,$36.28M,n/a,n/a,n/a,NASDAQ
BSTC,BioSpecifics Technologies Corp,50.27,$360.51M,n/a,Health Care,Major Pharmaceuticals,NASDAQ
BSTG,"Biostage, Inc.",0.315,$11.69M,n/a,Health Care,Medical/Dental Instruments,NASDAQ
BSPM,"Biostar Pharmaceuticals, Inc.",1.68,$4.47M,n/a,Health Care,Major Pharmaceuticals,NASDAQ
TECH,Bio-Techne Corp,114.46,$4.27B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
BEAT,"BioTelemetry, Inc.",28.5,$816.67M,2008,Health Care,Medical Specialities,NASDAQ
BIVV,Bioverativ Inc.,57.48,$6.22B,n/a,Health Care,Major Pharmaceuticals,NASDAQ
BJRI,"BJ&#39;s Restaurants, Inc.",44.2,$952.88M,n/a,Consumer Services,Restaurants,NASDAQ
BBOX,Black Box Corporation,7.75,$115.98M,n/a,Technology,Computer Communications Equipment,NASDAQ
BDE,"Black Diamond, Inc.",6.3,$189.08M,n/a,Consumer Non-Durables,Recreational Products/Toys,NASDAQ
BLKB,"Blackbaud, Inc.",87.82,$4.22B,2004,Technology,Computer Software: Prepackaged Software,NASDAQ
BBRY,BlackBerry Limited,11.165,$5.93B,n/a,Public Utilities,Telecommunications Equipment,NASDAQ
HAWK,"Blackhawk Network Holdings, Inc.",44.45,$2.5B,2013,Finance,Finance: Consumer Services,NASDAQ
BL,"BlackLine, Inc.",34.86,$1.79B,2016,n/a,n/a,NASDAQ
BKCC,BlackRock Capital Investment Corporation,7.75,$565.22M,2007,n/a,n/a,NASDAQ
ADRA,BLDRS Asia 50 ADR Index Fund,30.73,$21.51M,n/a,n/a,n/a,NASDAQ
ADRD,BLDRS Developed Markets 100 ADR Index Fund,22.36,$61.49M,n/a,n/a,n/a,NASDAQ
ADRE,BLDRS Emerging Markets 50 ADR Index Fund,38.41,$138.28M,n/a,n/a,n/a,NASDAQ
ADRU,BLDRS Europe 100 ADR Index Fund,22.16,$14.4M,n/a,n/a,n/a,NASDAQ
BLMN,"Bloomin&#39; Brands, Inc.",20.5,$2.05B,2012,Consumer Services,Restaurants,NASDAQ
BCOR,"Blucora, Inc.",20.6,$885.38M,n/a,Technology,EDP Services,NASDAQ
BLBD,Blue Bird Corporation,18.1,$428.99M,2014,Capital Goods,Construction/Ag Equipment/Trucks,NASDAQ
BUFF,"Blue Buffalo Pet Products, Inc.",24.06,$4.74B,2015,Consumer Non-Durables,Packaged Foods,NASDAQ
BHBK,"Blue Hills Bancorp, Inc.",17.8,$478.08M,2014,Finance,Major Banks,NASDAQ
BLUE,"bluebird bio, Inc.",91.4,$3.74B,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
BKEP,"Blueknight Energy Partners L.P., L.L.C.",6.8,$259.46M,2011,Energy,Natural Gas Distribution,NASDAQ
BKEPP,"Blueknight Energy Partners L.P., L.L.C.",7.9701,$240.37M,n/a,Energy,Natural Gas Distribution,NASDAQ
BPMC,Blueprint Medicines Corporation,36.98,$1.44B,2015,Health Care,Major Pharmaceuticals,NASDAQ
ITEQ,BlueStar TA-BIGITech Israel Technology ETF,30.3958,n/a,n/a,n/a,n/a,NASDAQ
BMCH,"BMC Stock Holdings, Inc.",20.1,$1.34B,2013,Consumer Services,RETAIL: Building Materials,NASDAQ
BNCN,BNC Bancorp,32.15,$1.68B,n/a,Finance,Major Banks,NASDAQ
BOBE,"Bob Evans Farms, Inc.",71.65,$1.42B,n/a,Consumer Services,Restaurants,NASDAQ
BOFI,"BofI Holding, Inc.",22.28,$1.41B,2005,Finance,Savings Institutions,NASDAQ
BOFIL,"BofI Holding, Inc.",25.1762,n/a,n/a,Finance,Savings Institutions,NASDAQ
WIFI,"Boingo Wireless, Inc.",16.85,$656.89M,2011,Consumer Services,Telecommunications Equipment,NASDAQ
BOJA,"Bojangles&#39;, Inc.",17.175,$628.54M,2015,Consumer Services,Restaurants,NASDAQ
BOKF,BOK Financial Corporation,81.2,$5.31B,n/a,Finance,Major Banks,NASDAQ
BOKFL,BOK Financial Corporation,25.065,n/a,n/a,Finance,Major Banks,NASDAQ
BNSO,"Bonso Electronics International, Inc.",2.5,$12.89M,n/a,Capital Goods,Industrial Machinery/Components,NASDAQ
BPFH,"Boston Private Financial Holdings, Inc.",14.8,$1.25B,n/a,Finance,Major Banks,NASDAQ
BPFHP,"Boston Private Financial Holdings, Inc.",25.5401,n/a,n/a,Finance,Major Banks,NASDAQ
BPFHW,"Boston Private Financial Holdings, Inc.",8.77,n/a,n/a,Finance,Major Banks,NASDAQ
EPAY,"Bottomline Technologies, Inc.",26.11,$1.06B,1999,Technology,Computer Software: Prepackaged Software,NASDAQ
BLVD,Boulevard Acquisition Corp. II,10.01,$462.96M,2015,Finance,Business Services,NASDAQ
BLVDU,Boulevard Acquisition Corp. II,10.31,n/a,2015,Finance,Business Services,NASDAQ
BLVDW,Boulevard Acquisition Corp. II,0.6,n/a,2015,Finance,Business Services,NASDAQ
BOXL,Boxlight Corporation,n/a,n/a,n/a,n/a,n/a,NASDAQ
BBRX,"Braeburn Pharmaceuticals, Inc.",n/a,n/a,n/a,n/a,n/a,NASDAQ
BCLI,Brainstorm Cell Therapeutics Inc.,4,$74.94M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
BBRG,"Bravo Brio Restaurant Group, Inc.",4.5,$68.22M,2010,Consumer Services,Restaurants,NASDAQ
BDGE,"Bridge Bancorp, Inc.",33.65,$663.04M,n/a,Finance,Major Banks,NASDAQ
BLIN          ,"Bridgeline Digital, Inc.",0.6,$12.58M,n/a,Technology,Computer Software: Prepackaged Software,NASDAQ
BRID,Bridgford Foods Corporation,12.79,$116.09M,n/a,Consumer Non-Durables,Specialty Foods,NASDAQ
BCOV,Brightcove Inc.,6.2,$211.79M,2012,Technology,EDP Services,NASDAQ
AVGO,Broadcom Limited,252.21,$101.23B,2009,Technology,Semiconductors,NASDAQ
BSFT,"BroadSoft, Inc.",41.75,$1.28B,2010,Technology,Computer Software: Prepackaged Software,NASDAQ
BVSN,"BroadVision, Inc.",4.15,$20.61M,1996,Technology,Computer Software: Prepackaged Software,NASDAQ
BYFC,Broadway Financial Corporation,1.96,$53.8M,n/a,Finance,Savings Institutions,NASDAQ
BWEN,"Broadwind Energy, Inc.",5.12,$76.71M,n/a,Capital Goods,Metal Fabrications,NASDAQ
BRCD,"Brocade Communications Systems, Inc.",12.67,$5.19B,1999,Technology,Computer Communications Equipment,NASDAQ
BRKL,"Brookline Bancorp, Inc.",13.95,$1.07B,n/a,Finance,Savings Institutions,NASDAQ
BRKS,"Brooks Automation, Inc.",28.49,$1.98B,1995,Technology,Industrial Machinery/Components,NASDAQ
BRKR,Bruker Corporation,27.22,$4.35B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
BMTC,Bryn Mawr Bank Corporation,41.4,$703.29M,n/a,Finance,Major Banks,NASDAQ
BLMT,"BSB Bancorp, Inc.",29.8,$288.72M,2011,Finance,Major Banks,NASDAQ
BSQR,BSQUARE Corporation,5.05,$63.47M,1999,Miscellaneous,Business Services,NASDAQ
BWLD,"Buffalo Wild Wings, Inc.",143.15,$2.31B,2003,Consumer Services,Restaurants,NASDAQ
BLDR,"Builders FirstSource, Inc.",14.05,$1.58B,2005,Consumer Services,RETAIL: Building Materials,NASDAQ
BMLA,BullMark LatAm Select Leaders ETF,31.31,n/a,n/a,n/a,n/a,NASDAQ
BUR,Burcon NutraScience Corp,0.9676,$36.6M,n/a,Consumer Non-Durables,Packaged Foods,NASDAQ
CFFI,C&F Financial Corporation,48.75,$170M,n/a,Finance,Major Banks,NASDAQ
CHRW,"C.H. Robinson Worldwide, Inc.",67.27,$9.48B,1997,Transportation,Oil Refining/Marketing,NASDAQ
CA,CA Inc.,31.93,$13.34B,n/a,Technology,Computer Software: Prepackaged Software,NASDAQ
CCMP,Cabot Microelectronics Corporation,76.5,$1.93B,2000,Technology,Semiconductors,NASDAQ
CDNS,"Cadence Design Systems, Inc.",35.515,$9.93B,n/a,Technology,Computer Software: Prepackaged Software,NASDAQ
CDZI,"Cadiz, Inc.",14.75,$328.3M,n/a,Public Utilities,Water Supply,NASDAQ
CACQ,Caesars Acquisition Company,20.1,$2.79B,n/a,Consumer Services,Hotels/Resorts,NASDAQ
CZR,Caesars Entertainment Corporation,12.525,$1.86B,2012,Consumer Services,Hotels/Resorts,NASDAQ
CSTE,Caesarstone Ltd.,37.5,$1.29B,2012,Capital Goods,Building Materials,NASDAQ
PRSS,CafePress Inc.,2.51,$41.88M,2012,Consumer Services,Other Specialty Stores,NASDAQ
CLBS,"Caladrius Biosciences, Inc.",4.58,$40.95M,n/a,Health Care,Hospital/Nursing Management,NASDAQ
CHY,Calamos Convertible and High Income Fund,11.92,$864.64M,2003,n/a,n/a,NASDAQ
CHI,Calamos Convertible Opportunities and Income Fund,11.36,$795.17M,2002,n/a,n/a,NASDAQ
CCD,Calamos Dynamic Convertible & Income Fund,20.21,$492.81M,n/a,n/a,n/a,NASDAQ
CHW,Calamos Global Dynamic Income Fund,8.49,$500.97M,2007,n/a,n/a,NASDAQ
CGO,Calamos Global Total Return Fund,13.3,$112.58M,2005,n/a,n/a,NASDAQ
CSQ,Calamos Strategic Total Return Fund,11.825,$1.83B,2004,n/a,n/a,NASDAQ
CAMP,CalAmp Corp.,19.48,$688.6M,1983,Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
CVGW,"Calavo Growers, Inc.",69.2,$1.21B,n/a,Consumer Non-Durables,Farming/Seeds/Milling,NASDAQ
CFNB,California First National Bancorp,17.2,$176.81M,n/a,Finance,Major Banks,NASDAQ
CALA,"Calithera Biosciences, Inc.",15.55,$548.83M,2014,Health Care,Major Pharmaceuticals,NASDAQ
CALD,"Callidus Software, Inc.",23.025,$1.49B,2003,Technology,EDP Services,NASDAQ
CALM,"Cal-Maine Foods, Inc.",38.8,$1.88B,1996,Consumer Non-Durables,Farming/Seeds/Milling,NASDAQ
CLMT,"Calumet Specialty Products Partners, L.P.",4.1,$314.44M,2006,Energy,Integrated oil Companies,NASDAQ
ABCD,"Cambium Learning Group, Inc.",5.07,$234.29M,n/a,Consumer Services,Publishing,NASDAQ
CAC,Camden National Corporation,40.78,$632.6M,n/a,Finance,Major Banks,NASDAQ
CAMT,Camtek Ltd.,7.15,$252.74M,2000,Capital Goods,Electronic Components,NASDAQ
CSIQ,Canadian Solar Inc.,12.7,$734.47M,2006,Technology,Semiconductors,NASDAQ
CGIX,"Cancer Genetics, Inc.",3.875,$76.58M,n/a,Health Care,Medical Specialities,NASDAQ
CPHC,Canterbury Park Holding Corporation,10.608,$46.37M,n/a,Consumer Services,Services-Misc. Amusement & Recreation,NASDAQ
CPLA,Capella Education Company,86.95,$1.01B,2006,Consumer Services,Other Consumer Services,NASDAQ
CBF,Capital Bank Financial Corp.,37.4,$1.94B,2012,Finance,Major Banks,NASDAQ
CCBG,Capital City Bank Group,19.68,$333.66M,n/a,Finance,Major Banks,NASDAQ
CPLP,Capital Product Partners L.P.,3.385,$417.35M,2007,Transportation,Marine Transportation,NASDAQ
CSWC,Capital Southwest Corporation,16.23,$259.86M,n/a,n/a,n/a,NASDAQ
CPTA,Capitala Finance Corp.,13.65,$216.88M,2013,n/a,n/a,NASDAQ
CPTAG,Capitala Finance Corp.,25.1,n/a,n/a,n/a,n/a,NASDAQ
CPTAL,Capitala Finance Corp.,25.41,n/a,n/a,n/a,n/a,NASDAQ
CLAC,Capitol Acquisition Corp. III,10.25,$416.41M,2015,Finance,Business Services,NASDAQ
CLACU,Capitol Acquisition Corp. III,11.4,n/a,2015,Finance,Business Services,NASDAQ
CLACW,Capitol Acquisition Corp. III,1.62,n/a,2015,Finance,Business Services,NASDAQ
CFFN,"Capitol Federal Financial, Inc.",14.02,$1.94B,n/a,Finance,Savings Institutions,NASDAQ
CAPR,"Capricor Therapeutics, Inc.",0.81,$18.3M,n/a,Health Care,Major Pharmaceuticals,NASDAQ
CSTR,"CapStar Financial Holdings, Inc.",18.4,$206.51M,2016,Finance,Major Banks,NASDAQ
CPST,Capstone Turbine Corporation,0.67,$23.94M,2000,Energy,Industrial Machinery/Components,NASDAQ
CARA,"Cara Therapeutics, Inc.",18.22,$592.29M,2014,Health Care,Major Pharmaceuticals,NASDAQ
CARB,"Carbonite, Inc.",19.6,$538.85M,2011,Technology,EDP Services,NASDAQ
CCN,CardConnect Corp.,15.2,$474.06M,2015,Finance,Business Services,NASDAQ
CRME,Cardiome Pharma Corporation,4.09,$130.58M,n/a,Health Care,Major Pharmaceuticals,NASDAQ
CSII,"Cardiovascular Systems, Inc.",30.79,$1.01B,1981,Health Care,Medical/Dental Instruments,NASDAQ
CATM,Cardtronics plc,34.14,$1.56B,2007,Miscellaneous,Business Services,NASDAQ
CDNA,"CareDx, Inc.",1.09,$23.35M,2014,Health Care,Medical Specialities,NASDAQ
CECO,Career Education Corporation,9.7,$669.58M,1998,Consumer Services,Other Consumer Services,NASDAQ
